label:               N/A                                               
model:               bmDCA                                             
input MSA:           data/DBD_alignment.uniref90.cov80.nodupl.fasta    
alphabet:            protein                                           
sampler:             gibbs                                             
nchains:             10000                                             
nsweeps:             10                                                
lr:                  0.01                                              
pseudo count:        0.0003374957813027337                             
data type:           float32                                           
target Pearson Cij:  0.95                                              
random seed:         0                                                 

Epochs     Pearson    Slope      LL_train   LL_test    ESS        Entropy    Density    Time      
2695       0.930      0.832      -93.293    nan        0.725      106.456    1.000      906.115   
2696       0.929      0.842      -93.286    nan        0.725      106.384    1.000      906.351   
2697       0.929      0.833      -93.280    nan        0.725      106.489    1.000      906.585   
2698       0.930      0.834      -93.273    nan        0.725      106.427    1.000      906.821   
2699       0.930      0.831      -93.267    nan        0.725      106.613    1.000      907.060   
2700       0.929      0.828      -93.260    nan        0.725      106.553    1.000      907.302   
2701       0.929      0.842      -93.254    nan        0.725      106.470    1.000      912.560   
2702       0.930      0.839      -93.247    nan        0.724      106.427    1.000      912.795   
2703       0.930      0.837      -93.241    nan        0.724      106.454    1.000      913.029   
2704       0.930      0.831      -93.234    nan        0.723      106.290    1.000      913.265   
2705       0.930      0.832      -93.228    nan        0.723      106.320    1.000      913.499   
2706       0.930      0.837      -93.221    nan        0.723      106.536    1.000      913.732   
2707       0.930      0.832      -93.214    nan        0.723      106.697    1.000      913.968   
2708       0.930      0.833      -93.208    nan        0.723      106.527    1.000      914.208   
2709       0.931      0.830      -93.201    nan        0.723      106.577    1.000      914.442   
2710       0.930      0.832      -93.195    nan        0.723      106.582    1.000      914.676   
2711       0.930      0.830      -93.188    nan        0.723      106.641    1.000      914.911   
2712       0.930      0.830      -93.181    nan        0.723      106.546    1.000      915.146   
2713       0.930      0.829      -93.175    nan        0.723      106.650    1.000      915.385   
2714       0.930      0.831      -93.168    nan        0.722      106.373    1.000      915.618   
2715       0.930      0.833      -93.161    nan        0.722      106.437    1.000      915.850   
2716       0.930      0.841      -93.155    nan        0.722      106.415    1.000      916.089   
2717       0.929      0.840      -93.148    nan        0.722      106.487    1.000      916.324   
2718       0.930      0.838      -93.141    nan        0.722      106.277    1.000      916.557   
2719       0.930      0.844      -93.135    nan        0.722      106.329    1.000      916.790   
2720       0.930      0.838      -93.128    nan        0.721      106.216    1.000      917.025   
2721       0.929      0.838      -93.122    nan        0.721      106.101    1.000      917.260   
2722       0.930      0.843      -93.115    nan        0.720      105.971    1.000      917.497   
2723       0.930      0.839      -93.108    nan        0.720      106.399    1.000      917.735   
2724       0.930      0.839      -93.101    nan        0.720      106.299    1.000      917.974   
2725       0.931      0.839      -93.095    nan        0.720      106.376    1.000      918.217   
2726       0.930      0.837      -93.088    nan        0.720      106.362    1.000      918.455   
2727       0.930      0.831      -93.082    nan        0.720      106.324    1.000      918.695   
2728       0.930      0.834      -93.075    nan        0.719      106.374    1.000      918.933   
2729       0.930      0.831      -93.068    nan        0.719      106.429    1.000      919.172   
2730       0.930      0.834      -93.062    nan        0.719      106.254    1.000      919.408   
2731       0.930      0.841      -93.055    nan        0.719      106.203    1.000      919.644   
2732       0.930      0.838      -93.049    nan        0.719      106.283    1.000      919.884   
2733       0.930      0.839      -93.042    nan        0.719      106.182    1.000      920.124   
2734       0.931      0.841      -93.036    nan        0.720      106.279    1.000      920.368   
2735       0.930      0.836      -93.029    nan        0.720      106.179    1.000      920.614   
2736       0.930      0.837      -93.022    nan        0.720      106.298    1.000      920.852   
2737       0.930      0.828      -93.016    nan        0.720      106.154    1.000      921.092   
2738       0.930      0.842      -93.009    nan        0.720      106.330    1.000      921.335   
2739       0.930      0.839      -93.003    nan        0.720      106.149    1.000      921.573   
2740       0.930      0.837      -92.996    nan        0.720      106.358    1.000      921.814   
2741       0.930      0.839      -92.989    nan        0.720      106.299    1.000      922.056   
2742       0.931      0.825      -92.983    nan        0.720      106.374    1.000      922.302   
2743       0.931      0.833      -92.976    nan        0.720      106.397    1.000      922.543   
2744       0.931      0.832      -92.970    nan        0.720      106.404    1.000      922.784   
2745       0.931      0.841      -92.963    nan        0.720      106.233    1.000      923.023   
2746       0.931      0.836      -92.957    nan        0.720      106.172    1.000      923.265   
2747       0.930      0.834      -92.951    nan        0.720      106.404    1.000      923.509   
2748       0.931      0.842      -92.944    nan        0.720      106.192    1.000      923.750   
2749       0.931      0.842      -92.937    nan        0.720      106.165    1.000      923.989   
2750       0.931      0.831      -92.931    nan        0.720      106.399    1.000      924.230   
2751       0.931      0.838      -92.924    nan        0.720      106.265    1.000      929.539   
2752       0.931      0.835      -92.918    nan        0.720      106.149    1.000      929.780   
2753       0.931      0.836      -92.912    nan        0.720      106.120    1.000      930.023   
2754       0.931      0.843      -92.905    nan        0.720      106.142    1.000      930.265   
2755       0.931      0.831      -92.899    nan        0.720      106.389    1.000      930.499   
2756       0.930      0.830      -92.892    nan        0.720      106.135    1.000      930.739   
2757       0.931      0.836      -92.886    nan        0.720      106.027    1.000      930.977   
2758       0.931      0.842      -92.879    nan        0.720      105.998    1.000      931.214   
2759       0.930      0.833      -92.873    nan        0.720      106.260    1.000      931.455   
2760       0.930      0.839      -92.866    nan        0.719      106.022    1.000      931.691   
2761       0.930      0.834      -92.860    nan        0.719      106.241    1.000      931.928   
2762       0.931      0.835      -92.853    nan        0.719      106.304    1.000      932.168   
2763       0.931      0.830      -92.847    nan        0.719      106.215    1.000      932.402   
2764       0.931      0.830      -92.841    nan        0.719      106.263    1.000      932.637   
2765       0.931      0.834      -92.834    nan        0.719      106.161    1.000      932.874   
2766       0.931      0.837      -92.828    nan        0.719      106.066    1.000      933.111   
2767       0.931      0.838      -92.821    nan        0.719      106.177    1.000      933.345   
2768       0.931      0.827      -92.815    nan        0.719      106.361    1.000      933.578   
2769       0.931      0.833      -92.808    nan        0.719      106.197    1.000      933.812   
2770       0.931      0.838      -92.802    nan        0.719      105.968    1.000      934.057   
2771       0.931      0.837      -92.795    nan        0.719      106.256    1.000      934.304   
2772       0.931      0.839      -92.789    nan        0.719      106.178    1.000      934.541   
2773       0.931      0.846      -92.782    nan        0.719      106.137    1.000      934.775   
2774       0.931      0.838      -92.776    nan        0.719      106.027    1.000      935.011   
2775       0.931      0.836      -92.770    nan        0.719      106.127    1.000      935.250   
2776       0.931      0.839      -92.763    nan        0.719      106.205    1.000      935.488   
2777       0.931      0.838      -92.757    nan        0.719      106.247    1.000      935.724   
2778       0.931      0.836      -92.750    nan        0.718      106.315    1.000      935.964   
2779       0.931      0.837      -92.744    nan        0.718      106.183    1.000      936.201   
2780       0.931      0.838      -92.737    nan        0.718      106.207    1.000      936.437   
2781       0.930      0.840      -92.731    nan        0.718      106.084    1.000      936.672   
2782       0.930      0.835      -92.724    nan        0.718      106.205    1.000      936.908   
2783       0.931      0.835      -92.718    nan        0.718      106.085    1.000      937.143   
2784       0.931      0.834      -92.711    nan        0.718      106.251    1.000      937.382   
2785       0.931      0.835      -92.705    nan        0.717      106.143    1.000      937.618   
2786       0.931      0.837      -92.699    nan        0.718      106.145    1.000      937.853   
2787       0.931      0.840      -92.692    nan        0.718      106.073    1.000      938.093   
2788       0.931      0.846      -92.686    nan        0.718      106.005    1.000      938.330   
2789       0.931      0.850      -92.679    nan        0.718      105.634    1.000      938.570   
2790       0.931      0.851      -92.673    nan        0.717      105.599    1.000      938.811   
2791       0.931      0.843      -92.666    nan        0.717      105.988    1.000      939.054   
2792       0.931      0.844      -92.660    nan        0.717      105.993    1.000      939.299   
2793       0.931      0.851      -92.653    nan        0.717      105.758    1.000      939.535   
2794       0.932      0.843      -92.647    nan        0.717      106.042    1.000      939.773   
2795       0.931      0.839      -92.641    nan        0.717      105.867    1.000      940.011   
2796       0.931      0.842      -92.634    nan        0.716      105.771    1.000      940.249   
2797       0.932      0.839      -92.628    nan        0.716      105.850    1.000      940.495   
2798       0.931      0.842      -92.621    nan        0.716      105.740    1.000      940.734   
2799       0.932      0.838      -92.615    nan        0.716      105.946    1.000      940.972   
2800       0.931      0.837      -92.609    nan        0.716      106.108    1.000      941.211   
2801       0.932      0.840      -92.602    nan        0.716      105.932    1.000      946.529   
2802       0.932      0.841      -92.596    nan        0.716      105.852    1.000      946.775   
2803       0.931      0.833      -92.589    nan        0.716      106.049    1.000      947.016   
2804       0.932      0.832      -92.583    nan        0.716      106.150    1.000      947.255   
2805       0.931      0.840      -92.576    nan        0.715      105.929    1.000      947.490   
2806       0.931      0.840      -92.570    nan        0.715      105.964    1.000      947.732   
2807       0.931      0.834      -92.563    nan        0.715      106.086    1.000      947.969   
2808       0.932      0.836      -92.557    nan        0.715      105.998    1.000      948.210   
2809       0.932      0.831      -92.551    nan        0.715      105.989    1.000      948.446   
2810       0.932      0.838      -92.544    nan        0.715      105.843    1.000      948.682   
2811       0.932      0.840      -92.538    nan        0.715      105.931    1.000      948.922   
2812       0.932      0.838      -92.531    nan        0.715      106.012    1.000      949.159   
2813       0.932      0.849      -92.525    nan        0.715      105.699    1.000      949.394   
2814       0.931      0.843      -92.518    nan        0.715      105.840    1.000      949.628   
2815       0.931      0.839      -92.512    nan        0.715      105.930    1.000      949.862   
2816       0.931      0.839      -92.505    nan        0.715      105.863    1.000      950.106   
2817       0.932      0.836      -92.499    nan        0.715      105.959    1.000      950.343   
2818       0.931      0.838      -92.492    nan        0.714      105.809    1.000      950.577   
2819       0.931      0.846      -92.486    nan        0.714      105.717    1.000      950.813   
2820       0.932      0.834      -92.479    nan        0.714      105.902    1.000      951.050   
2821       0.932      0.839      -92.473    nan        0.714      105.754    1.000      951.285   
2822       0.931      0.837      -92.466    nan        0.714      105.885    1.000      951.523   
2823       0.932      0.842      -92.460    nan        0.714      105.591    1.000      951.759   
2824       0.932      0.835      -92.454    nan        0.714      105.988    1.000      951.998   
2825       0.931      0.835      -92.447    nan        0.714      105.868    1.000      952.235   
2826       0.931      0.837      -92.441    nan        0.714      105.997    1.000      952.473   
2827       0.931      0.839      -92.434    nan        0.714      106.082    1.000      952.711   
2828       0.931      0.843      -92.428    nan        0.714      105.737    1.000      952.950   
2829       0.932      0.837      -92.421    nan        0.713      106.023    1.000      953.188   
2830       0.931      0.839      -92.414    nan        0.712      105.680    1.000      953.424   
2831       0.932      0.832      -92.408    nan        0.712      105.946    1.000      953.659   
2832       0.932      0.841      -92.401    nan        0.712      105.746    1.000      953.899   
2833       0.931      0.834      -92.395    nan        0.712      105.987    1.000      954.143   
2834       0.932      0.835      -92.388    nan        0.712      105.724    1.000      954.384   
2835       0.932      0.842      -92.382    nan        0.712      105.866    1.000      954.623   
2836       0.932      0.838      -92.375    nan        0.712      105.992    1.000      954.862   
2837       0.932      0.846      -92.368    nan        0.712      105.785    1.000      955.101   
2838       0.932      0.836      -92.362    nan        0.712      105.694    1.000      955.342   
2839       0.932      0.838      -92.356    nan        0.712      106.003    1.000      955.580   
2840       0.932      0.827      -92.349    nan        0.712      105.943    1.000      955.816   
2841       0.932      0.832      -92.342    nan        0.712      106.015    1.000      956.056   
2842       0.932      0.840      -92.336    nan        0.711      105.627    1.000      956.298   
2843       0.932      0.838      -92.330    nan        0.711      105.955    1.000      956.533   
2844       0.932      0.840      -92.323    nan        0.711      105.504    1.000      956.769   
2845       0.931      0.848      -92.317    nan        0.711      105.464    1.000      957.006   
2846       0.931      0.845      -92.310    nan        0.711      105.620    1.000      957.246   
2847       0.931      0.843      -92.304    nan        0.711      105.713    1.000      957.485   
2848       0.932      0.840      -92.297    nan        0.711      105.582    1.000      957.721   
2849       0.932      0.835      -92.290    nan        0.711      105.632    1.000      957.955   
2850       0.932      0.839      -92.284    nan        0.711      105.733    1.000      958.197   
2851       0.932      0.835      -92.277    nan        0.711      106.007    1.000      963.406   
2852       0.932      0.840      -92.271    nan        0.710      105.604    1.000      963.639   
2853       0.932      0.847      -92.265    nan        0.710      105.617    1.000      963.874   
2854       0.932      0.844      -92.258    nan        0.710      105.716    1.000      964.109   
2855       0.933      0.837      -92.252    nan        0.710      105.666    1.000      964.342   
2856       0.932      0.834      -92.245    nan        0.710      105.729    1.000      964.576   
2857       0.933      0.832      -92.238    nan        0.710      105.640    1.000      964.809   
2858       0.932      0.842      -92.232    nan        0.710      105.531    1.000      965.042   
2859       0.932      0.836      -92.225    nan        0.710      105.656    1.000      965.280   
2860       0.932      0.845      -92.219    nan        0.710      105.595    1.000      965.514   
2861       0.932      0.840      -92.212    nan        0.710      105.610    1.000      965.746   
2862       0.932      0.840      -92.206    nan        0.710      105.599    1.000      965.979   
2863       0.932      0.847      -92.199    nan        0.710      105.608    1.000      966.213   
2864       0.932      0.845      -92.193    nan        0.709      105.526    1.000      966.451   
2865       0.932      0.842      -92.186    nan        0.709      105.664    1.000      966.686   
2866       0.932      0.843      -92.180    nan        0.709      105.461    1.000      966.933   
2867       0.933      0.843      -92.174    nan        0.709      105.494    1.000      967.172   
2868       0.933      0.837      -92.167    nan        0.709      105.968    1.000      967.406   
2869       0.932      0.838      -92.161    nan        0.708      105.481    1.000      967.642   
2870       0.933      0.839      -92.155    nan        0.708      105.585    1.000      967.880   
2871       0.932      0.848      -92.148    nan        0.708      105.521    1.000      968.115   
2872       0.932      0.843      -92.142    nan        0.708      105.632    1.000      968.354   
2873       0.932      0.840      -92.136    nan        0.708      105.662    1.000      968.589   
2874       0.932      0.832      -92.129    nan        0.707      105.622    1.000      968.825   
2875       0.932      0.836      -92.123    nan        0.707      105.805    1.000      969.063   
2876       0.933      0.831      -92.116    nan        0.707      105.807    1.000      969.300   
2877       0.933      0.837      -92.109    nan        0.707      105.740    1.000      969.533   
2878       0.933      0.839      -92.103    nan        0.707      105.745    1.000      969.766   
2879       0.932      0.840      -92.097    nan        0.707      105.673    1.000      969.999   
2880       0.932      0.847      -92.090    nan        0.707      105.485    1.000      970.234   
2881       0.933      0.844      -92.084    nan        0.707      105.666    1.000      970.470   
2882       0.933      0.846      -92.077    nan        0.707      105.419    1.000      970.703   
2883       0.932      0.846      -92.071    nan        0.708      105.462    1.000      970.941   
2884       0.932      0.850      -92.064    nan        0.707      105.515    1.000      971.177   
2885       0.932      0.843      -92.058    nan        0.707      105.457    1.000      971.412   
2886       0.933      0.843      -92.052    nan        0.707      105.609    1.000      971.645   
2887       0.933      0.837      -92.045    nan        0.707      105.569    1.000      971.883   
2888       0.932      0.836      -92.039    nan        0.707      105.576    1.000      972.126   
2889       0.933      0.843      -92.032    nan        0.707      105.361    1.000      972.369   
2890       0.932      0.836      -92.026    nan        0.707      105.709    1.000      972.605   
2891       0.932      0.837      -92.019    nan        0.707      105.622    1.000      972.839   
2892       0.932      0.839      -92.013    nan        0.707      105.529    1.000      973.082   
2893       0.933      0.833      -92.006    nan        0.706      105.646    1.000      973.324   
2894       0.932      0.835      -92.000    nan        0.706      105.593    1.000      973.562   
2895       0.933      0.837      -91.994    nan        0.706      105.514    1.000      973.801   
2896       0.932      0.839      -91.987    nan        0.706      105.505    1.000      974.035   
2897       0.932      0.842      -91.981    nan        0.706      105.476    1.000      974.268   
2898       0.933      0.846      -91.975    nan        0.706      105.449    1.000      974.506   
2899       0.932      0.847      -91.968    nan        0.706      105.269    1.000      974.741   
2900       0.933      0.843      -91.962    nan        0.706      105.484    1.000      974.975   
2901       0.933      0.837      -91.955    nan        0.706      105.455    1.000      980.264   
2902       0.933      0.836      -91.949    nan        0.705      105.571    1.000      980.497   
2903       0.932      0.839      -91.943    nan        0.706      105.538    1.000      980.730   
2904       0.933      0.837      -91.936    nan        0.705      105.722    1.000      980.965   
2905       0.933      0.829      -91.930    nan        0.705      105.711    1.000      981.199   
2906       0.933      0.843      -91.924    nan        0.705      105.701    1.000      981.436   
2907       0.933      0.845      -91.917    nan        0.705      105.327    1.000      981.669   
2908       0.933      0.840      -91.911    nan        0.705      105.257    1.000      981.898   
2909       0.933      0.850      -91.905    nan        0.704      105.264    1.000      982.127   
2910       0.933      0.847      -91.898    nan        0.704      105.467    1.000      982.356   
2911       0.933      0.842      -91.892    nan        0.704      105.397    1.000      982.587   
2912       0.933      0.856      -91.885    nan        0.704      105.179    1.000      982.819   
2913       0.933      0.848      -91.879    nan        0.704      105.129    1.000      983.049   
2914       0.933      0.839      -91.872    nan        0.703      105.628    1.000      983.279   
2915       0.933      0.844      -91.866    nan        0.703      105.250    1.000      983.508   
2916       0.933      0.839      -91.860    nan        0.703      105.482    1.000      983.740   
2917       0.934      0.847      -91.854    nan        0.703      105.200    1.000      983.970   
2918       0.934      0.847      -91.847    nan        0.703      105.148    1.000      984.200   
2919       0.934      0.846      -91.841    nan        0.703      105.218    1.000      984.429   
2920       0.933      0.852      -91.834    nan        0.703      105.249    1.000      984.658   
2921       0.933      0.841      -91.828    nan        0.703      105.454    1.000      984.889   
2922       0.933      0.842      -91.822    nan        0.703      105.429    1.000      985.118   
2923       0.933      0.845      -91.815    nan        0.703      105.246    1.000      985.352   
2924       0.933      0.839      -91.809    nan        0.703      105.271    1.000      985.583   
2925       0.933      0.841      -91.802    nan        0.703      105.130    1.000      985.811   
2926       0.933      0.845      -91.796    nan        0.702      105.264    1.000      986.044   
2927       0.933      0.842      -91.790    nan        0.702      105.463    1.000      986.272   
2928       0.933      0.843      -91.783    nan        0.702      105.411    1.000      986.504   
2929       0.933      0.840      -91.777    nan        0.702      105.452    1.000      986.739   
2930       0.933      0.841      -91.771    nan        0.702      105.292    1.000      986.970   
2931       0.933      0.835      -91.764    nan        0.702      105.449    1.000      987.201   
2932       0.933      0.839      -91.758    nan        0.702      105.489    1.000      987.430   
2933       0.933      0.838      -91.751    nan        0.702      105.236    1.000      987.659   
2934       0.933      0.840      -91.745    nan        0.701      105.236    1.000      987.887   
2935       0.933      0.844      -91.739    nan        0.701      105.135    1.000      988.117   
2936       0.933      0.843      -91.732    nan        0.701      105.349    1.000      988.353   
2937       0.934      0.844      -91.726    nan        0.701      105.310    1.000      988.585   
2938       0.933      0.844      -91.720    nan        0.701      105.378    1.000      988.815   
2939       0.933      0.845      -91.713    nan        0.701      105.128    1.000      989.044   
2940       0.933      0.832      -91.707    nan        0.701      105.436    1.000      989.273   
2941       0.933      0.841      -91.701    nan        0.701      105.281    1.000      989.503   
2942       0.934      0.850      -91.695    nan        0.700      105.248    1.000      989.733   
2943       0.933      0.844      -91.689    nan        0.701      105.242    1.000      989.962   
2944       0.933      0.850      -91.682    nan        0.701      105.291    1.000      990.192   
2945       0.934      0.850      -91.676    nan        0.701      105.173    1.000      990.425   
2946       0.934      0.845      -91.669    nan        0.701      105.335    1.000      990.657   
2947       0.933      0.845      -91.663    nan        0.701      105.203    1.000      990.889   
2948       0.933      0.845      -91.657    nan        0.700      105.102    1.000      991.119   
2949       0.933      0.853      -91.650    nan        0.700      105.050    1.000      991.353   
2950       0.933      0.850      -91.644    nan        0.700      105.129    1.000      991.585   
2951       0.933      0.837      -91.637    nan        0.699      105.391    1.000      996.836   
2952       0.934      0.839      -91.631    nan        0.699      105.241    1.000      997.069   
2953       0.934      0.842      -91.625    nan        0.699      105.122    1.000      997.304   
2954       0.934      0.843      -91.618    nan        0.699      105.250    1.000      997.538   
2955       0.933      0.837      -91.612    nan        0.699      105.182    1.000      997.773   
2956       0.934      0.852      -91.606    nan        0.699      104.970    1.000      998.009   
2957       0.933      0.847      -91.599    nan        0.699      105.114    1.000      998.243   
2958       0.934      0.847      -91.593    nan        0.699      105.386    1.000      998.477   
2959       0.934      0.858      -91.587    nan        0.699      104.771    1.000      998.711   
2960       0.933      0.852      -91.580    nan        0.698      105.084    1.000      998.945   
2961       0.933      0.841      -91.574    nan        0.698      105.291    1.000      999.178   
2962       0.934      0.849      -91.568    nan        0.698      105.008    1.000      999.412   
2963       0.933      0.843      -91.562    nan        0.698      105.037    1.000      999.644   
2964       0.933      0.846      -91.555    nan        0.698      104.955    1.000      999.876   
2965       0.933      0.850      -91.549    nan        0.698      104.979    1.000      1000.109  
2966       0.934      0.841      -91.543    nan        0.698      105.102    1.000      1000.345  
2967       0.933      0.843      -91.536    nan        0.698      105.127    1.000      1000.578  
2968       0.933      0.839      -91.530    nan        0.698      105.371    1.000      1000.811  
2969       0.934      0.834      -91.524    nan        0.698      105.390    1.000      1001.043  
2970       0.934      0.841      -91.517    nan        0.698      105.411    1.000      1001.277  
2971       0.934      0.851      -91.511    nan        0.698      104.940    1.000      1001.512  
2972       0.934      0.850      -91.505    nan        0.698      105.099    1.000      1001.745  
2973       0.934      0.844      -91.498    nan        0.697      105.068    1.000      1001.978  
2974       0.934      0.844      -91.492    nan        0.697      104.898    1.000      1002.211  
2975       0.934      0.849      -91.486    nan        0.697      105.029    1.000      1002.443  
2976       0.934      0.848      -91.480    nan        0.697      105.131    1.000      1002.676  
2977       0.934      0.848      -91.474    nan        0.697      105.249    1.000      1002.908  
2978       0.934      0.840      -91.468    nan        0.697      105.161    1.000      1003.141  
2979       0.934      0.840      -91.461    nan        0.696      105.122    1.000      1003.374  
2980       0.934      0.844      -91.455    nan        0.696      105.141    1.000      1003.606  
2981       0.934      0.845      -91.448    nan        0.696      105.085    1.000      1003.840  
2982       0.934      0.851      -91.442    nan        0.696      104.926    1.000      1004.074  
2983       0.934      0.844      -91.436    nan        0.696      105.090    1.000      1004.308  
2984       0.934      0.838      -91.429    nan        0.696      105.013    1.000      1004.541  
2985       0.934      0.834      -91.423    nan        0.696      105.397    1.000      1004.774  
2986       0.934      0.841      -91.417    nan        0.696      104.901    1.000      1005.010  
2987       0.934      0.852      -91.410    nan        0.696      104.701    1.000      1005.244  
2988       0.934      0.838      -91.404    nan        0.695      104.850    1.000      1005.478  
2989       0.934      0.842      -91.398    nan        0.695      105.020    1.000      1005.711  
2990       0.934      0.840      -91.391    nan        0.695      105.131    1.000      1005.944  
2991       0.934      0.833      -91.385    nan        0.695      105.181    1.000      1006.177  
2992       0.934      0.843      -91.378    nan        0.694      105.095    1.000      1006.412  
2993       0.934      0.843      -91.372    nan        0.695      105.257    1.000      1006.644  
2994       0.934      0.843      -91.366    nan        0.694      104.837    1.000      1006.878  
2995       0.933      0.854      -91.360    nan        0.694      105.052    1.000      1007.112  
2996       0.934      0.849      -91.353    nan        0.694      104.912    1.000      1007.344  
2997       0.934      0.845      -91.347    nan        0.693      105.226    1.000      1007.578  
2998       0.934      0.843      -91.341    nan        0.693      104.984    1.000      1007.811  
2999       0.934      0.836      -91.335    nan        0.693      105.152    1.000      1008.044  
3000       0.934      0.850      -91.329    nan        0.693      104.902    1.000      1008.278  
3001       0.934      0.845      -91.322    nan        0.693      104.809    1.000      1013.489  
3002       0.934      0.842      -91.316    nan        0.693      104.852    1.000      1013.722  
3003       0.934      0.850      -91.310    nan        0.693      104.913    1.000      1013.954  
3004       0.934      0.858      -91.303    nan        0.693      104.920    1.000      1014.188  
3005       0.934      0.855      -91.297    nan        0.693      104.791    1.000      1014.421  
3006       0.934      0.843      -91.291    nan        0.693      105.021    1.000      1014.653  
3007       0.934      0.841      -91.285    nan        0.693      104.821    1.000      1014.888  
3008       0.934      0.846      -91.278    nan        0.693      104.941    1.000      1015.121  
3009       0.934      0.846      -91.272    nan        0.693      105.076    1.000      1015.357  
3010       0.935      0.841      -91.265    nan        0.693      104.957    1.000      1015.589  
3011       0.934      0.843      -91.259    nan        0.693      105.015    1.000      1015.822  
3012       0.935      0.842      -91.253    nan        0.693      104.977    1.000      1016.055  
3013       0.934      0.839      -91.247    nan        0.693      104.964    1.000      1016.289  
3014       0.934      0.848      -91.240    nan        0.693      104.774    1.000      1016.526  
3015       0.935      0.848      -91.234    nan        0.693      104.952    1.000      1016.759  
3016       0.935      0.846      -91.228    nan        0.693      105.062    1.000      1016.992  
3017       0.934      0.844      -91.222    nan        0.693      104.781    1.000      1017.225  
3018       0.935      0.851      -91.215    nan        0.693      104.775    1.000      1017.458  
3019       0.935      0.852      -91.209    nan        0.693      104.676    1.000      1017.690  
3020       0.935      0.851      -91.203    nan        0.693      104.888    1.000      1017.923  
3021       0.934      0.845      -91.197    nan        0.693      104.849    1.000      1018.156  
3022       0.935      0.851      -91.190    nan        0.693      104.513    1.000      1018.389  
3023       0.934      0.843      -91.184    nan        0.693      104.987    1.000      1018.622  
3024       0.934      0.849      -91.178    nan        0.693      104.899    1.000      1018.856  
3025       0.934      0.844      -91.172    nan        0.693      104.815    1.000      1019.089  
3026       0.935      0.838      -91.166    nan        0.693      104.911    1.000      1019.322  
3027       0.934      0.847      -91.159    nan        0.693      104.723    1.000      1019.554  
3028       0.935      0.841      -91.153    nan        0.693      104.891    1.000      1019.786  
3029       0.934      0.847      -91.147    nan        0.693      104.996    1.000      1020.018  
3030       0.935      0.845      -91.140    nan        0.693      104.840    1.000      1020.250  
3031       0.935      0.845      -91.134    nan        0.693      104.806    1.000      1020.483  
3032       0.934      0.842      -91.128    nan        0.693      104.968    1.000      1020.714  
3033       0.934      0.842      -91.122    nan        0.693      104.887    1.000      1020.945  
3034       0.935      0.852      -91.115    nan        0.693      104.676    1.000      1021.178  
3035       0.934      0.845      -91.109    nan        0.692      104.681    1.000      1021.409  
3036       0.934      0.843      -91.103    nan        0.693      104.687    1.000      1021.640  
3037       0.934      0.847      -91.096    nan        0.693      104.774    1.000      1021.872  
3038       0.934      0.853      -91.090    nan        0.692      104.647    1.000      1022.103  
3039       0.934      0.844      -91.084    nan        0.692      104.642    1.000      1022.334  
3040       0.935      0.838      -91.078    nan        0.692      104.806    1.000      1022.565  
3041       0.934      0.842      -91.071    nan        0.692      105.003    1.000      1022.802  
3042       0.935      0.836      -91.065    nan        0.692      104.916    1.000      1023.037  
3043       0.935      0.854      -91.059    nan        0.692      104.764    1.000      1023.270  
3044       0.935      0.853      -91.053    nan        0.692      104.825    1.000      1023.502  
3045       0.935      0.853      -91.047    nan        0.691      104.634    1.000      1023.733  
3046       0.934      0.848      -91.040    nan        0.691      104.822    1.000      1023.964  
3047       0.935      0.843      -91.034    nan        0.691      104.729    1.000      1024.197  
3048       0.935      0.852      -91.028    nan        0.691      104.624    1.000      1024.428  
3049       0.935      0.849      -91.022    nan        0.691      104.662    1.000      1024.660  
3050       0.935      0.850      -91.015    nan        0.691      104.775    1.000      1024.892  
3051       0.935      0.855      -91.009    nan        0.691      104.561    1.000      1030.028  
3052       0.934      0.851      -91.003    nan        0.691      104.691    1.000      1030.263  
3053       0.935      0.850      -90.996    nan        0.691      104.669    1.000      1030.494  
3054       0.935      0.846      -90.990    nan        0.692      104.741    1.000      1030.725  
3055       0.935      0.851      -90.984    nan        0.691      104.758    1.000      1030.957  
3056       0.935      0.846      -90.978    nan        0.691      104.759    1.000      1031.188  
3057       0.935      0.846      -90.971    nan        0.691      104.757    1.000      1031.421  
3058       0.935      0.845      -90.965    nan        0.691      104.937    1.000      1031.653  
3059       0.935      0.851      -90.959    nan        0.692      104.508    1.000      1031.884  
3060       0.934      0.839      -90.953    nan        0.692      104.946    1.000      1032.116  
3061       0.935      0.839      -90.947    nan        0.692      104.753    1.000      1032.347  
3062       0.935      0.851      -90.940    nan        0.692      104.638    1.000      1032.578  
3063       0.934      0.845      -90.934    nan        0.692      104.701    1.000      1032.810  
3064       0.934      0.849      -90.927    nan        0.692      104.596    1.000      1033.041  
3065       0.935      0.845      -90.921    nan        0.691      104.685    1.000      1033.272  
3066       0.934      0.846      -90.915    nan        0.691      104.731    1.000      1033.504  
3067       0.935      0.845      -90.909    nan        0.691      104.636    1.000      1033.735  
3068       0.935      0.836      -90.903    nan        0.691      104.663    1.000      1033.967  
3069       0.934      0.848      -90.896    nan        0.691      104.625    1.000      1034.198  
3070       0.935      0.851      -90.890    nan        0.691      104.667    1.000      1034.430  
3071       0.935      0.845      -90.884    nan        0.691      104.755    1.000      1034.662  
3072       0.935      0.849      -90.877    nan        0.691      104.693    1.000      1034.895  
3073       0.935      0.852      -90.871    nan        0.691      104.514    1.000      1035.126  
